Synsets,domain_x,nrdirhypers_x,nrhypos_x,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,minwordlength_x,nroflemmas_x,polyscore_max_x,vote_x,ngram_10y_mean,ngram_1y_mean,ngram_1y_max,ngram_5y_mean,ngram_5y_max,ngram_10y_max,ngram_20y_mean,ngram_20y_max,ngram_50y_mean,ngram_50y_max,ngram_100y_mean,ngram_100y_max,ngram_200y_mean,ngram_200y_max,ngram_400y_mean,ngram_400y_max,ngram_500y_mean,ngram_500y_max
Synset('passion_fruit.n.01'),fruit,1,3,1.3401360544217686,0.8761118170266836,1.6493318306230882,13,1,1,b,1.850875055442458e-07,1.9451783628277042e-07,2.0526403110565639e-07,1.8834871884365612e-07,2.060476260723476e-07,2.2224222728794985e-07,1.6066233110038973e-07,2.2224222728794985e-07,1.224653986716738e-07,2.2224222728794985e-07,1.0220047705647192e-07,2.2224222728794985e-07,5.392941360118381e-08,2.2224222728794985e-07,2.7046052591044244e-08,2.2224222728794985e-07,3.025574602680857e-08,4.590483058564132e-06
Synset('peach.n.03'),fruit,2,0,1.3401360544217686,0.8761118170266836,0.8722427950410562,5,1,5,b,3.467208217180293e-06,3.6604342668056233e-06,4.27075914899433e-06,3.4464670501203423e-06,4.27075914899433e-06,4.27075914899433e-06,3.3307601752664507e-06,4.27075914899433e-06,3.275117594746328e-06,4.27075914899433e-06,4.547859645505455e-06,8.504520110363956e-06,4.98492585674039e-06,9.656595068463503e-06,3.5389016989967864e-06,2.6664522664532342e-05,3.459832184850618e-06,8.461668494419428e-05
Synset('pear.n.01'),fruit,2,4,1.3401360544217686,0.8761118170266836,0.9673965545000806,4,1,2,b,2.606266526392822e-06,2.5931535603263e-06,2.7737043026831998e-06,2.466082174616228e-06,2.7737043026831998e-06,3.052309935469566e-06,2.5729535241428688e-06,3.052309935469566e-06,2.4929248715354743e-06,3.052309935469566e-06,3.3980505206035434e-06,6.49744708880462e-06,4.595478471611416e-06,7.871743861187497e-06,5.302342578177703e-06,3.103990502495435e-05,4.471516294489975e-06,6.664889224339277e-05
Synset('pearmain.n.01'),fruit,1,0,0.0,1.1264294790343077,0.7770890355820319,8,1,1,nb,2.2503405815544785e-08,2.024090364760589e-08,2.6986589407584916e-08,2.0773695384261142e-08,2.6986589407584916e-08,3.4704190854384365e-08,1.7670158957236317e-08,3.4704190854384365e-08,2.082496392113072e-08,1.0340897504956814e-07,5.845829317019957e-08,2.2975774360833867e-07,1.4182436827854175e-07,6.9400459157265e-07,1.1052557825427786e-07,1.1185551329617738e-06,8.523222476916428e-08,1.1185551329617738e-06
Synset('persian_melon.n.02'),fruit,1,0,0.0,1.2515883100381195,1.3004347126066655,13,1,2,nb,1.6354205650699742e-09,8.6682554537032e-10,1.0827479954289565e-09,1.2084667820831212e-09,1.959925083339087e-09,2.7786168227406094e-09,2.123904207269283e-09,3.433131140484491e-09,2.503205463512866e-09,4.767904765445863e-09,2.892591007100733e-09,7.575880811572233e-09,2.6812479288538814e-09,2.8067035806600416e-08,1.3439671663332422e-09,2.8067035806600416e-08,1.0364054494223657e-09,2.8067035806600416e-08
Synset('pineapple.n.02'),fruit,1,0,1.3401360544217686,0.8761118170266836,1.4114474319755272,6,2,2,b,2.314028759124605e-06,2.177046358464718e-06,2.116810478014486e-06,2.2912541682666245e-06,2.439092014583366e-06,2.627036934654825e-06,2.1015305879932383e-06,2.627036934654825e-06,1.941518041974643e-06,2.627036934654825e-06,2.201157312739922e-06,3.357877602638837e-06,1.351206839016729e-06,3.357877602638837e-06,7.802806184790599e-07,4.0336658457817975e-06,7.114441109983581e-07,1.716296173981391e-05
Synset('pippin.n.01'),fruit,1,1,0.0,1.1264294790343077,1.443165351795202,6,1,1,nb,4.937199510234404e-07,5.844704222823793e-07,6.411067463574227e-07,5.137614578950197e-07,6.411067463574227e-07,6.411067463574227e-07,4.3271291005368763e-07,6.411067463574227e-07,3.4943630294337116e-07,6.411067463574227e-07,4.0349635809904203e-07,9.855520914925364e-07,7.122953808908397e-07,2.52389325794411e-06,5.957582740991143e-07,2.9280299713718705e-06,4.7295393279159854e-07,2.9280299713718705e-06
Synset('pitahaya.n.02'),fruit,1,0,1.3401360544217686,0.8761118170266836,1.5383191112542265,8,1,2,b,6.067665571374281e-09,6.697061454008502e-09,7.260807496911603e-09,5.517975465441083e-09,7.1087487008014705e-09,7.899085566198671e-09,7.981530020240157e-09,1.973116081632753e-08,8.989457641984319e-09,3.354237099184587e-08,1.273556830899664e-08,7.79520245991483e-08,1.1251777111796958e-08,9.950750179399392e-08,7.789817387312598e-09,4.6746245629947225e-07,2.534895658720884e-08,1.009555398923112e-05
Synset('plum.n.02'),fruit,2,5,1.3401360544217686,0.8761118170266836,1.7127676702624377,4,1,5,b,2.813642196160386e-06,2.8275744270445102e-06,3.1620308433844002e-06,2.7015102729658715e-06,3.1620308433844002e-06,3.2025677221270143e-06,2.786100672497447e-06,3.2025677221270143e-06,2.51226044913638e-06,3.2025677221270143e-06,2.8581509235915284e-06,4.316585389574357e-06,3.456544969205551e-06,7.594842543312552e-06,2.533414717247013e-06,2.9749136842838197e-05,2.2612074879105966e-06,5.321696517057717e-05
Synset('pomegranate.n.02'),fruit,1,0,1.3401360544217686,0.8761118170266836,1.3797295121558526,11,1,2,b,1.079659019399447e-06,1.2675515508320245e-06,1.2836591523068819e-06,1.2007304140600656e-06,1.3506454656919686e-06,1.3506454656919686e-06,8.593841064383344e-07,1.3506454656919686e-06,5.463997775280367e-07,1.3506454656919686e-06,4.4931990284431447e-07,1.3506454656919686e-06,6.143906050576381e-07,1.3506454656919686e-06,6.763240302611518e-07,9.382735782992313e-06,6.17171742261203e-07,2.703978680074215e-05
Synset('pomelo.n.02'),fruit,1,0,1.3401360544217686,1.0012706480304956,1.110127193688617,6,2,2,b,6.459266184106648e-08,8.270170037683044e-08,6.272425390196901e-08,6.804866513910694e-08,6.272425390196901e-08,6.272425390196901e-08,6.166560360788765e-08,6.272425390196901e-08,5.833153047173269e-08,6.272425390196901e-08,6.963769408437497e-08,1.639873019598781e-07,9.37086250289578e-08,2.3014693795175845e-07,6.025517875149115e-08,5.822811850464404e-07,4.6466012844899904e-08,5.822811850464404e-07
Synset('prickly_pear.n.02'),fruit,1,0,1.3401360544217686,0.8761118170266836,1.0942682337787797,12,1,2,b,1.8965179084749131e-07,1.791121670979834e-07,1.8465018247759701e-07,1.7767815838990822e-07,1.8465018247759701e-07,2.240373120354633e-07,1.9412257267785514e-07,2.3384692737771218e-07,1.7826348854788937e-07,2.3384692737771218e-07,2.2899979860564842e-07,5.392913600132943e-07,2.1971542338239668e-07,5.392913600132943e-07,1.307316141431792e-07,7.015648293418053e-07,1.7094815533429866e-07,3.3872714993776754e-05
Synset('prima.n.01'),fruit,1,0,0.0,1.1264294790343077,0.4916277572049589,5,1,2,nb,3.166316295539156e-06,3.138736689223265e-06,3.23280800174075e-06,2.9831384882328393e-06,3.23280800174075e-06,4.234820746518153e-06,4.598771453804115e-06,7.433300247328134e-06,5.366905691939858e-06,7.433300247328134e-06,5.825177589241999e-06,7.5011270936897745e-06,5.800474123863968e-06,9.566244614234165e-06,4.553312139261755e-06,4.086010153514508e-05,5.4179266850038146e-06,0.0005853866168763489
Synset('pulasan.n.02'),fruit,1,0,1.3401360544217686,0.8761118170266836,1.0149734342295926,7,2,2,b,1.746346566724253e-09,1.5588292670565274e-09,2.0152322588451455e-09,1.5443284388562868e-09,3.1196908355235475e-09,3.1196908355235475e-09,1.8800307405441084e-09,4.6223247937571266e-09,1.6171839349680727e-09,4.6223247937571266e-09,2.4917795282438902e-09,1.2670544169424147e-08,1.4462897361560454e-09,1.2670544169424147e-08,7.249482218637534e-10,1.2670544169424147e-08,5.590466095526253e-10,1.2670544169424147e-08
Synset('quandong.n.04'),fruit,1,0,1.3401360544217686,0.8761118170266836,0.7612300756721945,8,4,4,b,9.85334175678355e-09,9.44609925175588e-09,9.068545331336608e-09,1.0045418453082563e-08,1.280232655304081e-08,1.280232655304081e-08,1.0949049621321118e-08,2.1678258160795494e-08,1.072919252360344e-08,2.1678258160795494e-08,1.1787143431996105e-08,3.102061341131446e-08,1.2315131253614694e-08,1.0796661342737934e-07,7.490926876294399e-09,1.309593486986671e-07,5.776657071911642e-09,1.309593486986671e-07
Synset('quince.n.02'),fruit,2,0,1.3401360544217686,0.8761118170266836,0.903960714860731,6,1,2,b,5.530611170650507e-07,5.871060242412796e-07,6.562097496498609e-07,5.60047316966461e-07,6.575377078377187e-07,6.575377078377187e-07,4.958916362831528e-07,6.575377078377187e-07,3.898985564736576e-07,6.575377078377187e-07,4.6337908641522564e-07,7.947620908055342e-07,7.568804121647187e-07,2.4501988065139813e-06,7.640138495246113e-07,1.2693102917182841e-05,7.881648422811352e-07,3.81345580535708e-05
Synset('raisin.n.01'),fruit,1,3,0.0,1.0012706480304956,0.1744485590082112,6,1,1,b,7.852692006951852e-07,6.991466916517197e-07,7.475197456585647e-07,7.484241562790336e-07,8.624083474018107e-07,9.424206286468007e-07,7.747494894939591e-07,9.424206286468007e-07,6.968749048146392e-07,9.424206286468007e-07,8.393432506297932e-07,1.6622113179209919e-06,7.569798977381741e-07,1.6622113179209919e-06,4.683759895792514e-07,5.514719759958098e-06,3.7349672264537396e-07,5.514719759958098e-06
Synset('rambutan.n.02'),fruit,1,0,1.3401360544217686,0.8761118170266836,1.110127193688617,8,2,2,b,3.6987500263039014e-08,4.3122223403191384e-08,4.705129258431029e-08,3.457348748496051e-08,4.705129258431029e-08,4.775163131576221e-08,3.8340676165672857e-08,6.144309955269378e-08,3.60793027528488e-08,7.936990240042796e-08,2.976072754457955e-08,7.936990240042796e-08,1.881332930768441e-08,7.936990240042796e-08,9.957315973856078e-09,7.936990240042796e-08,7.678622510608245e-09,7.936990240042796e-08
Synset('red_currant.n.02'),fruit,1,0,1.3401360544217686,1.1264294790343077,0.8246659153115441,11,1,2,nb,3.8151859835497154e-08,2.6932297475523725e-08,3.1191471627778355e-08,2.9603504300701466e-08,3.540364557075293e-08,6.036743616100182e-08,3.728001857349392e-08,6.036743616100182e-08,3.574517400509888e-08,7.33167126454326e-08,4.8011692633264994e-08,1.1107978659108397e-07,6.172837296006413e-08,1.2603307553149534e-07,4.001036875194446e-08,2.2712141500846883e-07,3.0854149749095634e-08,2.2712141500846883e-07
Synset('red_delicious.n.01'),fruit,1,0,0.0,1.2515883100381195,1.2052809531476414,13,1,1,nb,3.569571544535168e-08,2.4031959144910076e-08,2.4486761618369712e-08,3.159232662512205e-08,4.7626700555580825e-08,4.7626700555580825e-08,4.2682603753314775e-08,6.676304753483464e-08,7.887251932302901e-08,1.3699767398289708e-07,7.226812435126766e-08,1.6501002503277462e-07,3.6658157325940915e-08,1.6501002503277462e-07,1.8504870312335456e-08,1.6501002503277462e-07,1.4270101913935612e-08,1.6501002503277462e-07
Synset('ribier.n.01'),fruit,1,0,0.0,1.1264294790343077,0.7136531959426824,6,1,1,nb,4.708391836769834e-09,3.559697422245156e-09,3.877499429177922e-09,3.765911916221258e-09,4.270116291810178e-09,8.370488080444716e-09,5.059180271144952e-09,8.590697708754647e-09,7.743756242517007e-09,2.5369081058101983e-08,1.1165904114375499e-08,3.2492593837751826e-08,1.290605415446953e-08,1.6107847500279604e-07,2.845039185757718e-08,1.8333097386857844e-06,1.0303399659337643e-07,4.21690710936673e-05
Synset('rome_beauty.n.01'),fruit,1,0,0.0,1.1264294790343077,0.6502173563033328,11,1,1,nb,6.021648129938601e-09,4.155998517552106e-09,4.230870223609351e-09,4.1418776620255615e-09,5.8028642169194455e-09,9.474302564704828e-09,7.64706413667961e-09,1.606053436076227e-08,1.5973619081322434e-08,4.6780179410732536e-08,8.932876524145619e-08,3.06300862007447e-07,7.515016457520068e-08,3.06300862007447e-07,3.7673110203719435e-08,3.06300862007447e-07,2.9051763830175948e-08,3.06300862007447e-07
Synset('sapodilla.n.02'),fruit,1,0,1.3401360544217686,0.8761118170266836,1.110127193688617,6,3,2,b,4.6284884921913495e-08,5.387813146323639e-08,3.7938669289472315e-08,4.401295243134281e-08,3.7938669289472315e-08,5.1877447448944736e-08,5.29710007396896e-08,5.1877447448944736e-08,5.549603433033507e-08,5.5172039936657313e-08,6.631967771982531e-08,8.678053831090438e-08,5.6518356758986795e-08,8.678053831090438e-08,3.2911214412729024e-08,2.1637242753058672e-07,2.537960957596988e-08,2.1637242753058672e-07
Synset('saskatoon.n.02'),fruit,1,0,1.3401360544217686,1.0012706480304956,0.4440508774754468,9,4,2,nb,3.7555773633476447e-07,3.0587603389552187e-07,2.788758193261742e-07,3.1358437874856593e-07,3.110067936518135e-07,4.914436102509967e-07,5.310261232976822e-07,8.248046468040116e-07,9.827779626020846e-07,1.4895400832770633e-06,1.1389371881315402e-06,1.632115338878748e-06,6.541296844805031e-07,1.632115338878748e-06,3.309010063598596e-07,1.632115338878748e-06,2.5517558375058406e-07,1.632115338878748e-06
Synset('satsuma.n.02'),fruit,1,0,1.3401360544217686,1.1264294790343077,1.0625503139591048,7,1,2,nb,1.9532887776421956e-07,1.6262664287447492e-07,1.8163375670177118e-07,1.755707759916921e-07,2.120739903688218e-07,2.9184568539619704e-07,1.9940671817732435e-07,2.9184568539619704e-07,2.2006151055330894e-07,4.31977247750126e-07,2.70548147469893e-07,7.471376655132644e-07,2.483879982940359e-07,9.754685934282303e-07,1.4269088769196875e-07,3.4557085655251285e-06,1.1144202113776894e-07,3.4557085655251285e-06
Synset('scuppernong.n.01'),fruit,1,0,0.0,1.1264294790343077,0.903960714860731,11,1,1,nb,1.8096593521363644e-08,1.6372463702493678e-08,1.936375323974282e-08,1.504405391176041e-08,2.0446314197286597e-08,3.0845075660312915e-08,1.8262991969083966e-08,3.0845075660312915e-08,1.9311409328062254e-08,3.4033585782911047e-08,3.2028838921304214e-08,1.1338718364228839e-07,6.101164455819053e-08,3.703741064953192e-07,3.2396853883246734e-08,6.339732863125391e-07,2.4982958475349887e-08,6.339732863125391e-07
Synset('seckel.n.01'),fruit,1,0,0.0,1.0012706480304956,0.6026404765738207,6,2,1,nb,3.1156871111197686e-08,2.998111268623371e-08,3.355799718662844e-08,2.7572623985510265e-08,3.355799718662844e-08,3.7322940293904594e-08,3.37832456417677e-08,4.535332032151729e-08,4.195607822862169e-08,7.71227630091964e-08,5.635004246997952e-08,1.4670399894889385e-07,1.1168850482700336e-07,4.6747998982965555e-07,5.9043560759518166e-08,6.416302653633466e-07,4.5531668970320744e-08,6.416302653633466e-07
Synset('seeded_raisin.n.01'),fruit,1,0,0.0,1.1264294790343077,0.5074867171147963,13,1,1,nb,1.343339451670927e-10,2.098527879246248e-10,2.5312896223539383e-10,9.285803896641465e-11,2.5312896223539383e-10,4.649150786573131e-10,2.044038481794458e-10,1.6235497668493082e-09,2.1229790005210003e-10,1.6235497668493082e-09,1.2446070732404921e-09,1.0912262204954004e-08,1.6993860137673607e-09,3.186635677554506e-08,8.518119420629414e-10,3.186635677554506e-08,6.568780553216145e-10,3.186635677554506e-08
Synset('seedless_raisin.n.01'),fruit,1,0,0.0,1.1264294790343077,0.3171791981967477,7,2,2,nb,2.9571366788069314e-07,3.6970328441687794e-07,4.086540417169715e-07,3.243506319685248e-07,4.086540417169715e-07,4.086540417169715e-07,2.676353610422756e-07,4.086540417169715e-07,2.176125466595694e-07,4.086540417169715e-07,2.2559893649302901e-07,4.086540417169715e-07,3.3542370619413685e-07,9.165839012226229e-07,5.021937105605988e-07,2.9602776521642227e-05,3.917056657062905e-07,2.9602776521642227e-05
Synset('slipskin_grape.n.01'),fruit,1,3,0.0,1.0012706480304956,0.7295121558525197,14,1,1,nb,3.2511543962049867e-12,0.0,0.0,0.0,0.0,3.576269835825485e-11,1.0651439221372646e-11,7.667531887189938e-11,1.2222721949485673e-11,1.1719535064624864e-10,5.6121380335853854e-11,1.3636585194376494e-09,2.8200295591647957e-11,1.3636585194376494e-09,1.413531025915521e-11,1.3636585194376494e-09,1.090049887292546e-11,1.3636585194376494e-09
Synset('sloe.n.03'),fruit,1,0,2.6802721088435373,1.0012706480304956,1.0466913540492675,4,1,3,nb,1.302556353686348e-07,1.370904104680548e-07,1.4643262069569118e-07,1.2902070123388398e-07,1.4643262069569118e-07,1.6899043675522307e-07,1.1133876134806711e-07,1.6899043675522307e-07,8.923217981944592e-08,1.6899043675522307e-07,9.446086862707759e-08,1.7692241005562437e-07,1.5492404915891342e-07,5.181550193356088e-07,1.5597837418239685e-07,1.9215258362237364e-06,1.3644762798872833e-07,5.1989372877869755e-06
Synset('sour_cherry.n.03'),fruit,1,2,0.0,1.0012706480304956,0.6502173563033328,11,1,3,nb,5.1898577026830074e-08,5.4173341146324105e-08,5.663604962791169e-08,5.347466543644449e-08,7.281674596626431e-08,7.281674596626431e-08,4.8287274594171506e-08,7.281674596626431e-08,5.9491802557250255e-08,1.062088457182142e-07,8.45819427857944e-08,2.3310465868675578e-07,4.928294891736742e-08,2.3310465868675578e-07,2.527118471392941e-08,2.3321842377438395e-07,1.948797128901095e-08,2.3321842377438395e-07
Synset('sour_gourd.n.02'),fruit,1,0,1.3401360544217686,0.8761118170266836,0.6502173563033328,10,2,3,b,1.5275709634721135e-08,1.5867412314629625e-08,1.744889943644523e-08,1.939108615634418e-08,2.932760606588758e-08,2.932760606588758e-08,1.1675385639437724e-08,3.1007632850243994e-08,6.803390888780709e-09,3.1007632850243994e-08,4.192092665918065e-09,3.1007632850243994e-08,5.579604319996643e-09,3.1007632850243994e-08,3.6825188892815035e-09,1.5970827149658362e-07,6.704368891556195e-09,2.0095817490073387e-06
Synset('stayman_winesap.n.01'),fruit,1,0,0.0,1.1264294790343077,0.983255514409918,15,1,1,nb,1.233315493292581e-09,5.57235813047896e-10,6.147418130098004e-10,7.66936000239545e-10,1.3272508647688142e-09,4.291523719723855e-09,1.3702651852142727e-09,4.291523719723855e-09,2.4408635868219463e-09,1.1625815865556888e-08,4.086382928787506e-08,2.4244107521553815e-07,2.5151226691144918e-08,2.4244107521553815e-07,1.2606973977356928e-08,2.4244107521553815e-07,9.721916471000246e-09,2.4244107521553815e-07
Synset('stayman.n.01'),fruit,1,0,0.0,1.1264294790343077,0.697794236032845,7,1,1,nb,3.1542196366171365e-08,2.5384145951878878e-08,3.022168487687438e-08,2.7503569715684833e-08,4.0198515377509736e-08,5.165892556779905e-08,2.9514465328077984e-08,5.154621518510538e-08,3.6599443395075464e-08,6.903204215202852e-08,1.4167289972382214e-07,7.416503606805236e-07,9.453795893661432e-08,7.416503606805236e-07,4.747031886362641e-08,7.416503606805236e-07,3.660691896983498e-08,7.416503606805236e-07
Synset('sugarberry.n.02'),fruit,1,0,0.0,1.0012706480304956,1.2528578328771536,9,2,2,nb,1.1972500516114912e-07,8.883241330893965e-08,1.0886635570805936e-07,9.77061261637352e-08,1.517587542299026e-07,2.071855549345969e-07,1.3730854914283703e-07,2.071855549345969e-07,2.1620436547067532e-07,5.27893051938122e-07,2.660715126297052e-07,5.27893051938122e-07,2.0912532423435014e-07,5.27893051938122e-07,1.0560492904255853e-07,5.27893051938122e-07,9.114491065515679e-08,5.04777699461556e-06
Synset('sultana.n.01'),fruit,1,0,0.0,1.1264294790343077,0.8246659153115441,7,1,2,nb,2.951474708069345e-07,3.692918031372727e-07,4.086540417169715e-07,3.240621088140827e-07,4.086540417169715e-07,4.086540417169715e-07,2.667450143413133e-07,4.086540417169715e-07,2.164456346746372e-07,4.086540417169715e-07,2.2148702686649953e-07,4.086540417169715e-07,3.3262657435714397e-07,9.165839012226229e-07,5.00791656946545e-07,2.9602776521642227e-05,3.90624466669299e-07,2.9602776521642227e-05
Synset('sweet_calabash.n.02'),fruit,1,0,1.3401360544217686,1.0012706480304956,0.697794236032845,14,1,2,nb,1.722362618689582e-10,1.9177215371257716e-10,2.1696769381129855e-10,1.7070907187832773e-10,2.420309612449767e-10,2.5033888850778396e-10,2.09831282640299e-10,5.301387176470662e-10,2.756360268025924e-10,5.873167993608597e-10,4.5211141218318015e-10,2.6733527058731e-09,9.565003336777447e-10,8.288258190880526e-09,4.923713334042139e-10,8.288258190880526e-09,3.796940474905573e-10,8.288258190880526e-09
Synset('sweet_cherry.n.02'),fruit,1,3,1.3401360544217686,1.0012706480304956,1.110127193688617,12,2,2,nb,1.4069654799048709e-07,1.2613358885138481e-07,7.973562832219727e-08,1.2604448291116585e-07,8.253255640022772e-08,1.2610117117173303e-07,1.9238326677088283e-07,2.1865002497456487e-07,2.4359960825356036e-07,3.3262282395085663e-07,2.567740003942136e-07,3.3262282395085663e-07,1.7733578232558242e-07,3.339268010993379e-07,1.4987073322624233e-07,1.6255679184951077e-06,1.1557339235331379e-07,1.6255679184951077e-06
Synset('sweet_orange.n.01'),fruit,1,3,1.3401360544217686,1.1264294790343077,0.8088069554017067,12,1,2,nb,6.492961214647637e-08,7.768467458202366e-08,9.02428801685673e-08,6.686601466040128e-08,9.02428801685673e-08,9.02428801685673e-08,6.225240848209016e-08,9.02428801685673e-08,7.135378513045687e-08,1.2287952921852252e-07,1.122586071542497e-07,4.63606171230424e-07,8.674629470578594e-08,4.6460532243663977e-07,4.874689109645449e-08,4.6460532243663977e-07,3.759135255707356e-08,4.6460532243663977e-07
Synset('tamarind.n.02'),fruit,1,0,1.3401360544217686,0.8761118170266836,2.077523748188697,8,2,2,b,4.904488532671407e-07,5.32272803235867e-07,5.1430085346027e-07,4.805338327436756e-07,5.1430085346027e-07,5.1430085346027e-07,4.833355076635145e-07,5.1430085346027e-07,3.6929453542634094e-07,5.1430085346027e-07,2.8272253474026673e-07,5.1430085346027e-07,3.0229078817074674e-07,6.496773607977957e-07,2.3461817903522178e-07,1.7287139826294151e-06,1.8774784532119004e-07,2.085379719574121e-06
Synset('tangerine.n.02'),fruit,1,0,1.3401360544217686,1.1264294790343077,1.316293672516503,9,1,4,nb,3.605488762901323e-07,3.0708214571184556e-07,3.1814383616435293e-07,3.480000073293373e-07,4.3262457438686397e-07,4.3262457438686397e-07,3.441743678204527e-07,4.3262457438686397e-07,2.8195477211389063e-07,4.3262457438686397e-07,2.485965197106873e-07,4.3262457438686397e-07,1.4268655795155305e-07,4.3262457438686397e-07,7.457158510366364e-08,4.3891671452911396e-07,5.750616466647907e-08,4.3891671452911396e-07
Synset('temple_orange.n.02'),fruit,1,0,1.3401360544217686,1.1264294790343077,0.9673965545000806,13,1,2,nb,9.825022383422059e-10,2.2081853359723347e-10,3.3315322028881766e-10,3.962395776074823e-10,7.407911922774346e-10,3.2588713949621706e-09,9.544359662724426e-10,3.2588713949621706e-09,1.7693781743415642e-09,5.667624064509269e-09,3.659222293846887e-09,1.508589650422998e-08,1.8653081797166925e-09,1.508589650422998e-08,9.349799105313097e-10,1.508589650422998e-08,7.210133540827984e-10,1.508589650422998e-08
Synset('thompson_seedless.n.01'),fruit,1,0,0.0,1.1264294790343077,0.6343583963934954,17,1,1,nb,1.286338873928251e-08,1.233764407304605e-08,1.3284484595699197e-08,1.0039139936024455e-08,1.3284484595699197e-08,1.8372835405844334e-08,2.2304045982489748e-08,5.233090473455437e-08,4.7522769881396926e-08,1.5813282638887927e-07,6.289974164487744e-08,1.5813282638887927e-07,3.4361117864401517e-08,1.5813282638887927e-07,1.7227031938195675e-08,1.5813282638887927e-07,1.3284691936954741e-08,1.5813282638887927e-07
Synset('tokay.n.02'),fruit,1,1,1.3401360544217686,1.1264294790343077,1.316293672516503,5,1,2,nb,6.104110077751669e-08,6.721064255144071e-08,7.348241343185791e-08,6.189157436553572e-08,7.348241343185791e-08,7.385331290965524e-08,6.55490949125468e-08,7.824130587863465e-08,7.781986321518745e-08,1.178564916770597e-07,1.0880655851858212e-07,4.642814972477538e-07,1.7575571048575114e-07,4.877348290244221e-07,1.5527420485135013e-07,3.7623829030053457e-06,1.2861440886602564e-07,4.614536464941921e-06
Synset('valencia_orange.n.01'),fruit,1,0,0.0,1.2515883100381195,1.141845113508292,15,1,1,nb,8.909085175398427e-09,6.3937531033508854e-09,7.037862112535542e-09,7.174528563839526e-09,1.0031546995858953e-08,1.806892374611735e-08,9.878332731831706e-09,1.806892374611735e-08,2.9414207178878566e-08,6.643594019362098e-08,5.353531273321836e-08,1.355654979384724e-07,2.8583844981036153e-08,1.355654979384724e-07,1.432756319498321e-08,1.355654979384724e-07,1.104875546382359e-08,1.355654979384724e-07
Synset('victoria_plum.n.01'),fruit,1,0,0.0,1.0012706480304956,0.5392046369344711,13,1,1,nb,2.775073994777792e-09,2.6037405773116085e-09,2.748514082995257e-09,2.204796061000547e-09,2.748514082995257e-09,6.759149989710167e-09,2.187472888507508e-09,6.759149989710167e-09,2.3898384103631665e-09,6.759149989710167e-09,3.765065245755352e-09,2.2996857182433494e-08,2.8818703210155498e-09,2.2996857182433494e-08,1.4541693030521113e-09,2.2996857182433494e-08,1.1213882510074934e-09,2.2996857182433494e-08
Synset('vinifera_grape.n.02'),fruit,1,7,1.3401360544217686,1.0012706480304956,1.0466913540492675,14,1,2,nb,2.6049291142698546e-09,2.0815567533527535e-09,2.2058383036815954e-09,2.4043484044000696e-09,3.1262399544096375e-09,3.4868250786690425e-09,2.714287875644179e-09,5.3520766568615485e-09,2.9653541183699017e-09,8.042628250881645e-09,4.668700997136602e-09,2.1660902682629768e-08,2.8019726393821455e-09,2.1660902682629768e-08,1.4154055067697228e-09,2.1660902682629768e-08,1.0914954004128055e-09,2.1660902682629768e-08
Synset('windfall.n.01'),fruit,1,0,0.0,0.8761118170266836,0.5550635968443085,8,1,2,nb,7.611026249647197e-07,6.578735884943399e-07,6.749713818976488e-07,7.117100763546583e-07,7.912013586519606e-07,9.560845768419313e-07,9.332403176169161e-07,1.3062238224392786e-06,1.545482715520461e-06,5.275877370536364e-06,1.070207122559083e-06,5.275877370536364e-06,6.386025234306921e-07,5.275877370536364e-06,3.533491873312801e-07,5.275877370536364e-06,3.0587616094130494e-07,1.2034563042107038e-05
Synset('winesap.n.01'),fruit,1,0,0.0,1.1264294790343077,0.4757687972951215,7,1,1,nb,2.0148034529906846e-08,2.9603305883030284e-08,3.5505727899454165e-08,1.9221685898055767e-08,3.5505727899454165e-08,3.56577866955643e-08,1.8254959894574495e-08,3.56577866955643e-08,2.5433479481651092e-08,1.0018760565611018e-07,1.6908410972305163e-07,8.236207413858665e-07,1.4908820642783044e-07,8.236207413858665e-07,7.49846086930338e-08,8.236207413858665e-07,5.782466939597414e-08,8.236207413858665e-07
Synset('winter_melon.n.02'),fruit,1,3,1.3401360544217686,1.1264294790343077,1.5383191112542265,12,1,2,nb,1.383509242523153e-08,1.9014287921947925e-08,2.4070320514546495e-08,1.4411747421607298e-08,2.427854128850271e-08,2.427854128850271e-08,1.1814992746397195e-08,2.427854128850271e-08,9.756900708324573e-09,2.427854128850271e-08,6.11905423316139e-09,2.427854128850271e-08,4.228886865393574e-09,2.427854128850271e-08,2.435686070981331e-09,5.574649719619629e-08,1.878288681660603e-09,5.574649719619629e-08
Synset('wintergreen.n.03'),fruit,1,0,1.3401360544217686,1.0012706480304956,0.8246659153115441,8,5,3,nb,1.426058263799167e-07,1.3475175291571828e-07,1.3497675110940577e-07,1.3401949064984856e-07,1.3497675110940577e-07,1.552720865216628e-07,1.6363497094465515e-07,2.0482259088794308e-07,1.6949031834103471e-07,3.356003333010449e-07,2.2318353352535482e-07,6.643279277795955e-07,2.0679822255116562e-07,6.643279277795955e-07,1.0680794912820168e-07,6.643279277795955e-07,8.236536077001706e-08,6.643279277795955e-07
