norm,BNC_5_7m_Count
tory,189
theories,175
silk,115
report,1139
matisse,23
threshold,49
cardiff,78
measures,355
free,997
byelorussia,6
strategy,306
lottie,2
designed,498
interests,518
ditch,29
z,55
rapid,180
orthodox,63
ground,825
wait,408
spiritualists,2
france,619
alone,702
missing,225
terrace,84
notify,24
nights,147
suspicion,83
wilson,182
attend,172
ship,228
unwanted,47
torrance,11
disappeared,144
aardvarks,1
certainly,903
encephalitis,2
trajectories,10
details,547
paisley-based,1
chair,392
earnings,157
group,2219
clock,171
denny,10
endorsed,50
belinda,48
ibm,231
sheila,40
busy,232
ancestors,48
ε,10
audit,100
contending,2
atlanticists,1
american,773
senior,443
countryside,198
concubines,2
summerchild,14
tectonics,6
step,397
thanks,339
total,869
valid,104
scribbled,16
butthole,5
bradshaw,17
bronte,2
michael,452
coronation,47
smaller,411
introduced,431
labelled,82
keen,224
clear,1232
infertility,4
implementing,44
controversy,92
leadership,216
cleanliness,18
siege,45
macdonald,55
superman,6
security,673
gift,152
chancellor,183
august,417
1986,416
classes,303
steward,50
aposiopesis,2
lining,44
careful,249
warden,32
weeks,802
complacent,14
striking,140
seemed,1130
concept,334
neighbourhood,73
apply,391
buck,29
character,454
bow,64
knowing,241
leash,11
comparable,109
cost,1055
robs,7
armaments,6
horrors,27
turning,340
aim,350
"£135,000",2
minerals,52
immediate,319
nursing,148
magnetic,75
strawberries,20
1.2,26
doc,20
grim,49
correctly,92
detained,39
freight,57
constraints,93
tread,27
listen,293
metal,219
mundane,19
pointing,114
deer,37
europe,849
shot,425
percy,20
dry,340
mostly,185
ideals,37
painful,88
bute,4
mignon,2
religion,210
shakespeare,92
lords,185
thinking,670
professor,253
hopping,17
cell,270
estimates,147
conservation,215
oldham,24
familiar,271
datasets,7
accountant,41
technology/learning,1
$120,1
ill,254
greenbelt,35
leece,1
fixed,288
drive,444
baffled,15
unit,584
favour,347
pedestrian,34
skill,190
deteriorating,10
chelsea,69
political,1533
manner,312
confusion,137
mode,129
5000,9
6,701
articled,3
person,1236
unions,226
slots,23
weight,431
vernon,23
inevitable,126
access,536
possibly,378
pellet,12
underpaid,2
communication,311
daughter,485
consider,593
arterial,17
ended,335
wiping,30
catholic-led,1
phenotypic,8
obex,2
ham,92
césar,4
suddenly,517
thimble,4
foremost,35
scrub,25
highly,460
duck,64
fixative,2
bright,254
snugly,6
1981,267
honestly,58
repeatedly,73
roof,172
ensured,44
teams,170
proofs,15
heather,60
fees,139
antimutagens,1
1984,282
studying,111
catechesis,4
500is,1
percolate,1
departing,15
response,603
ignition,11
politics,377
berndt,4
achievements,73
dolphin,41
processing,170
repealed,15
conducting,49
natus,1
ingredients,53
chosen,295
vixen,4
areas,1187
recolonised,1
imf,61
england,1143
chatter,18
eventually,443
divide,100
benny,50
identified,321
particularly,1093
bottom,365
degradation,19
results,779
organisational,55
grimma,14
profile,117
availability,94
necessitated,15
hooves,13
whatever,645
appeared,500
famous,314
residents,191
die,278
european-sized,1
ferdinando,4
technical,333
lead-up,3
recruitment,108
exposing,27
reserves,107
recent,784
right-hand,33
oapec,1
convey,57
america,500
conflict,278
ted,54
0.1825418,1
walters,21
pernod,2
democrats,104
tenure,34
bodies,355
researchers,134
conversations,49
lewis,174
blooms,9
student,379
bubble-shaped,1
accountability,75
acceptance,130
approach,873
specific,555
fervently,9
double,433
audience,244
precedent,39
sri,55
brain,234
hum,9
huddles,3
incredibly,43
acorn,11
comprehensive,155
well-cared,1
cinema,108
margaret,176
chin,79
yu,31
obtain,227
butter,102
kind,1163
teased,20
require,352
halls,50
practice,830
goodnight,41
absolutely,279
inkling,4
scored,148
1997,22
commends,3
clay,86
dinosaur,17
packaging,43
straight,521
assist,124
caught,420
imperiously,2
39,59
windows-based,3
expected,811
explained,337
age,1063
837,3
depend,190
tents,27
ports,60
black,1267
affected,303
nice,682
families,454
answers,177
gill,40
incentive,74
compatible,55
j.,202
becoming,353
allows,213
explains,116
recognised,247
payment,262
extent,524
rejected,225
transfer-listed,2
lace,53
banking,110
sunday,463
self-interested,5
uses,292
opportunity,507
scattered,83
afford,243
table-football,1
anaesthetic,20
atalanta,3
ic2,5
transit,32
deal,837
fax,60
nationalism,64
personality,129
brazil,79
review,498
couch,26
residential,148
opposites,9
presented,395
sensitive,174
gives,557
von,43
reflects,107
covered,392
disciplined,22
child,1204
room,1491
incoming,28
discipline,277
burns,70
rome,193
intellectual,140
aggie,16
agriculture,192
wilenius,2
sweet,158
junior,134
roots,142
assuming,95
thatcher,188
parties,634
swastika,8
montagu,11
routine,148
exercising,33
scientifically,20
bobbie,11
justified,111
chargor,1
track,298
wrecked,18
remains,428
appalling,54
lou,37
criticized,55
yogurt,9
proud,149
b,959
horrendous,15
delights,20
comfy,4
sending,126
emerged,180
parts,583
communism,46
bowlers,24
vetoed,5
marketing,291
hearing,271
mine,315
ultimately,130
hector,38
massifs,2
backstreet,5
managing,207
plane,180
byrne,25
jim,204
enemies,70
atmosphere,220
conifer,11
walk,511
keeping,327
followed,732
anti-lesbianism,1
turnover,134
objectives,201
drilling,37
versions,100
shrinkage,10
ability,476
estimated,254
agree,369
dryly,7
town,875
crossed,154
establish,282
widower,7
grounds,311
call,917
conference,466
themselves,1166
competition,494
described,729
gps,32
meechai,1
thousands,251
spurs/jews,1
rid,133
crowe,19
scotland,687
1934,38
spent,578
mbe,7
billion,249
vienna,60
movements,226
temple,98
requirement,155
cover,555
native,135
hotel,547
individual,976
fewer,151
seems,1077
boom,71
4oz,10
theme,200
airport,151
1970,113
aerospatiale,5
investigating,96
impoverished,25
drink,388
dolls,17
mayor,115
frowned,55
crohn,39
methods,408
maverick,6
chap,78
polymers,30
presley,8
roll,177
plymouth,33
fellows,40
area,1728
conception,98
grown,193
rainford,1
signal,156
underneath,97
organisers,63
ryley,11
minus,88
definition,216
toluene,2
perfect,282
stem,69
talent,97
badgers,23
vol.,62
hour,590
shaping,26
conditions,795
littlewoods,12
slopping,5
continued,633
usual,347
laura,124
urging,39
importance,483
coloured,120
leaders,337
decide,349
enable,222
frostbite,4
fog,38
saying,912
duke,152
granny,31
ingested,12
ascot,15
rover,64
sucking,28
bandung,1
pale,160
downside,6
schemes,246
nets,42
deafening,9
boys,433
beattie,13
provinces,65
choirs,13
regional,415
duress,11
burst,112
biographica,1
mckeich,1
troop,25
mechanism,141
thomas,358
rouse,11
runners,44
father-of-three,3
internally,25
counter,113
energy,641
federally-prescribed,1
financial,887
unity,134
application,511
chase,73
smell,169
giles,35
commented,111
logic,105
written,621
stance,90
1952,47
treaty,305
formed,334
spokesman,219
permitted,110
demerara,2
terrible,247
neglected,46
0.75,5
cockcrow,3
commissioner,99
ankle,50
kick,113
scrutinies,1
realistic,97
intermediate,66
textures,9
reversionary,2
suffered,290
agreed,769
organisation,430
weed,26
emergence,80
struggle,246
discussion,460
claimed,425
fenton,14
amongst,244
meaningful,47
collection,405
commons,187
air-conditioning,18
wheel,132
tube,95
spend,378
sprint,18
tropical,82
ride,174
recollections,18
paused,92
gambles,5
meters,14
physical,493
admissions,30
worked,618
tolerated,25
biscuits,59
assignments,28
sessions,102
perceive,37
meant,525
omission,32
james,499
talks,365
accept,506
supplementing,4
applicability,15
railways,112
linkage,14
home-loans,1
read,885
nils,6
part-time,105
pens,27
impossible,313
roman,274
replaced,280
firms,382
unbeaten,31
committee,965
disclosed,47
assume,189
rapidly,226
stelai,1
awards,114
shareholder,37
constitute,78
lack,480
stonework,6
legislative,106
unto,21
function,420
arranging,43
official,466
whitey,3
roost,9
pos,2
easy,724
cross-eyed,2
all-too-well,1
coleman,49
bunnymen,3
orienteering,2
estimate,109
contain,203
occasion,267
fruits,45
sociologically,2
finally,688
pearce,29
monsoon,12
universe,131
practise,53
ocean,120
hbv,10
flown,62
critics,154
expressly,29
bright-bladed,1
expatriate,14
prestige,47
spell,105
responsibility,459
aix,21
plastic,224
board,748
bayly,1
stopped,457
shore,98
sixteen,136
drily,22
stand,547
£14.99,13
nf-m,1
pozidriv,1
antibiotics,25
anythin',4
unless,515
linz,1
autoimmune,3
logbook,2
devil,92
nicholas,112
maps,81
40,283
hoping,177
vendor,85
beady,4
bounce,17
patient,394
times,1530
bp,46
club,805
secretary,796
goods,535
aid,450
-1,24
commentary,54
stir,60
580,4
canada,175
instantly,74
h,281
music,752
jumper,26
bungalows,7
pee-wit,1
o'clock,229
april,712
graphical,34
+27,1
stress,255
lots,233
vastness,2
cuvée,3
spin,42
publish,75
pattern,451
co-operation,209
spreads,27
richer,40
various,765
dudley,33
teaspoon,8
doctor,490
pre-empt,9
sexual,343
chairmen,29
master,322
articles,161
brass,77
old-fashioned,53
effigy,5
exonuclease,2
mother,1292
liberation,88
pitch,157
humans,111
horizon,72
strap,31
last-ditch,6
1975,167
cole,28
ministry,254
judgment,168
telling,307
dog,411
seeing,312
beat,276
puppies,12
visually,27
hated,91
domestic,403
adelphi,4
representation,159
choose,347
acreage,3
murray,76
building,940
£35,14
boat,251
confession,33
teacher,412
received,665
inside,713
nurturing,6
links,249
fly,179
beating,97
evaluating,20
scottish,475
moderate,75
keefe,1
impose,79
educated,108
capable,253
shouted,137
chimney,32
t,398
lying,235
machynlleth,5
shoulders,208
curriculum,276
tv,337
thirty,443
intended,382
hence,251
skinner,17
excellent,324
apla,1
saints,48
treated,325
dar,4
criteria,187
fénéon,1
colleges,129
remembered,267
follows,323
wishart,8
no.,165
pepper,50
match,458
369p,1
uttered,22
washington,147
wonder,309
reaching,123
claiming,92
involving,239
intensities,12
speech,366
porter,61
visual,151
paragliding,1
trading,246
dessert,24
societies,202
marshal,26
marketers,5
fish,559
magistrates,114
reaping,7
bed-linen,1
clenched,35
confessed,36
welfare,226
widest,19
bends,17
10,908
ruins,43
chocolate,107
forced,409
shop,519
tribschen,1
crown,283
popular,503
admits,61
pet-owners,1
ensures,38
greatest,250
£242m,1
jez,7
seoul,21
resemblance,23
landing,115
beijing,29
end-users,5
showoff,1
collaboration,70
breeding,110
shape,337
sorry,530
lamb,87
kept,653
motorway,56
laugh,176
promote,165
stranger,81
dunlop,23
serum,85
monthly,109
condition,428
crossing,107
ltd,270
apparent,249
unpredictable,28
sexually,55
twenty,763
hadfield,3
co.,28
method,445
jukebox,2
adult,233
consumer,240
futures,87
squalls,2
performed,203
publicly,77
pester,2
hp,57
steve,229
moscow,159
crèmes,1
gain,264
evangelical,23
progressively,30
interest,1392
reference,412
volga,8
richmond,51
scandal,54
brilliant,184
e.g.,246
deeply,199
silvered,7
dye,25
pm,59
blamed,58
fields,297
preparations,49
declared,236
hon.,574
discussed,340
located,112
sclerosis,11
entrusted,22
volunteering,9
technically,47
nica,1
jars,18
wine,330
halberd,1
preferably,33
northwards,16
ehlers,1
corbett,91
presidency,56
rights,678
aliens,17
slender,40
infrequently,7
25,379
sponsor,37
seizure,20
scolded,6
sneak,20
played,553
practitioners,116
secretariat,25
player,295
hunt,116
reluctantly,53
manchester,244
telephone,416
potidaia,2
engels,33
drunk,96
foreground,10
floor,552
aids,170
simply,897
caves,31
helping,204
clarke,88
nineteen,276
matters,494
turbulence,22
rates,601
heard,934
universal,122
elmer,4
researched,14
begins,168
alleged,148
scholes,4
karen,81
drain,62
recruit,47
footpaths,17
kerry,12
conferred,33
hindu,24
propose,72
solve,98
findlater,1
aunt,125
ken,172
willis,26
affluent,22
edberg,8
interface,102
microcomputer,21
disastrous,54
1.6m,1
gold,395
speaker,445
binary,47
finger,143
placing,91
lapd,1
shadow,164
whores,3
whatsoever,32
pledges,12
suspended,136
events,528
anything,1398
protested,62
oliver,110
et,272
evasive,8
bt,62
£12.50,7
repudiate,4
investigation,239
frame,153
congress,293
nearer,82
directing,27
quietly,176
deeper,105
premises,181
legs,296
parliamentary,219
branch,275
matching,56
superstrats,1
horses,236
blaming,27
frames,50
nailing,2
aries,2
equivalent,243
moonlight,26
position,1142
dunning,6
capitalist,125
approaches,182
sex,411
shooting,114
evaluative,7
oneself,35
dangerous,291
mould,52
telescope,26
likeness,18
wet,185
clark,84
unavailable,20
proceeds,67
freezing-in,1
plan,777
bond,143
shelters,12
luke,172
fucking,165
won,558
wallingford,15
anglia,47
fig.,299
army,595
twist,59
altogether,171
flagging,8
straits,16
sept.,167
agents,215
looking,1299
fire,724
belong,113
spanish,194
sampling,44
des,99
ni,44
sighs,13
saracenic,1
interactive,49
briefings,8
tragedy,65
fu,23
undertaken,156
copper,92
bid,228
pakistani,22
,212
evening,699
meadow,28
£170,6
shallow,78
dressing-gown,14
arm,455
tasks,210
50,307
gauci,1
functional,94
equilibrium,78
soldiers,202
lewes,17
trebled,6
starfish,3
intact,45
unlike,222
quality,840
ski-ing,5
accumulate,21
clues,36
iraqi,95
surprised,254
style,506
significant,588
holds,145
popularity,75
advantages,135
rubbish,116
commercial,378
wednesday,218
fin,14
unemployed,140
litigation,47
£,19
scott,151
increasing,410
rises,91
postlethwaite,3
god,1143
talking,675
14,366
fill,213
self-determined,1
faced,259
brurgh,2
combining,38
},21
coaches,43
anal,29
joint,339
stimulate,57
gloss,20
intervention,182
attorney,37
orca,1
backwardly,1
helicopter,53
pleasure,247
wonderful,229
hvs,4
occurrence,46
irreplaceable,5
colleagues,277
deposits,105
danced,41
hiv,103
repeated,180
lake,158
peculiar,77
greeks,36
discovery,130
knocked,98
descending,37
ecumenism,1
privatised,20
877–8/1472–3,1
fsa,12
hertford,4
bearing,163
contents,164
letter,691
11%,10
"£4,000",17
affix,6
gains,116
boy,661
animals,445
wrote,486
rats,89
computer,692
illusions,19
ironically,48
holistic,19
guidici,1
16mb,4
kiss,139
aminu,2
oak-faced,1
11,460
landings,15
bookkeeping,2
hose,16
pails,5
genes,116
webs,8
tees,22
means,1375
david,801
authorities,667
indemnity,44
edward,306
dio,1
1968,128
communes,14
losses,212
masters,82
nov.,163
affects,75
physics,93
janata,9
boo,11
features,458
speaking,295
g,294
rainfall,17
funniest,5
difficulties,317
promises,91
easter,97
theoretical,151
belief,260
poison,41
stated,260
flames,52
plausible,50
learn,407
tick,24
sees,181
supper,75
pressure,613
franz,21
don,93
foam,34
freezing,65
ownership,145
sweeps,5
chartered,35
exist,279
dovercourt,3
correct,290
shout,62
concentrate,161
poems,76
lanceolate,1
avenue,78
tight,165
little-endian,1
unstable,36
jack,272
curry,30
belonged,87
largest,268
carrying,292
entry,278
verde,5
disinterested,13
fourth,323
charge,586
purchased,77
decreases,21
corso,3
resource,126
choice,591
leg,301
programs,96
guns,102
diet,219
article,330
lane,221
status,518
wars,113
caring,105
alarm,133
'60s,15
skilled,89
unexpected,99
kingdom,318
unemployment,323
kelly,112
eighty,178
siegfried,5
junction,88
goalscorer,3
adds,112
crisis,295
forecast,66
theory,672
superior,110
putney,12
payne,20
eligible,71
re-enters,1
hoare,7
mid-1960s,7
jolly,44
cerium-based,1
helpful,158
sheldrake,4
legally,51
raised,500
afterwards,239
70's,2
contestants,15
contract,663
above,1252
evaluation,137
perrier,9
reply,212
check,373
auto,23
republican,111
chlorine,9
production,758
baldwin,51
test,778
miles,500
planning,778
italy,233
till,270
1978,194
devious,13
dioxide,71
menace,33
wilfrid,12
regain,32
mantelpiece,16
eighteen,140
photographer,66
facilitated,18
benefit,554
ii,428
prize,163
heritage,95
internal,310
wilderness,37
conclude,76
meeting,1014
nerves,69
hits,60
amabel,3
price,916
bishop,218
diversity,64
champion,162
pomgol,1
garden,562
normal,614
truna,2
attack,480
counter-attack,7
atabey,1
1956,48
drawing,269
orang-utans,2
married,455
typist,16
conflicts,67
furniture,181
1.4,21
referring,94
accidents,95
entangled,8
co-ordinated,26
compete,89
texture,50
fast,371
charming,64
harassment,28
assures,11
combine,80
bounced,32
disputed,30
quarterback,5
rehearsal,28
plundering,7
looks,593
austen,24
grand,273
1988,510
marred,16
oed,12
isolated,133
prisoner,79
buffet,28
media,366
influences,89
silas,34
escape,218
statement,532
roncesvalles,1
evidence,1065
cyril,17
tel,81
infringes,3
sir,899
parked,78
prayer,106
phrasing,6
anthropological,22
fabrications,4
causton,1
dissolved,56
clean,337
current,745
game,708
soap,64
aspect,250
sticking,61
least,1624
czechs,10
defection,17
slaughtered,11
spread,312
extra,477
commandos,14
useless,59
fistulas,2
comparative,69
i.e.,250
mention,217
increased,708
terribly,56
m,414
pool,245
non-unix,1
*,118
advisory,84
traditionally,117
cuba,48
autumn,202
cluster,54
heavily,176
stable,179
respective,64
cabs,5
tha,29
sound,683
&,720
canadian,85
firing,60
created,421
automata,2
moved,698
costessey,1
stone,403
endoscopic,22
